No.	ID	Banco	Producto	Concepto	Tipo de comisión (usual (U) o eventual E)	Tasa 30 días	Tasa 60 días	Tasa 90 días	Min	Max	ME-Tasa Max.	ME-Tasa Min.	ME-Min	ME-Max	Observaciones	Web Banco	Web Tarifario	Contacto
668	BCP	Banco de Crédito del Perú	3.2 Stand By Recibidas	b.2. Mensaje Swift	U				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3465 | Calle Las Camelias 750 piso 9, San Isidro
669	BCP	Banco de Crédito del Perú	3.2 Stand By Recibidas	b.3. Portes	U				10						Por Operación	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3466 | Calle Las Camelias 750 piso 9, San Isidro
670	BCP	Banco de Crédito del Perú	3.2 Stand By Recibidas	c.1. Modificación, Anulación o Descargo	E				60						Por operación $60.00 eq. S/. 169.20	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3521 | Calle Las Camelias 750 piso 9, San Isidro
671	BCP	Banco de Crédito del Perú	3.2 Stand By Recibidas	c.2. Mensaje Swift	U				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3465 | Calle Las Camelias 750 piso 9, San Isidro
672	BCP	Banco de Crédito del Perú	3.2 Stand By Recibidas	c.3. Portes	U				10						Por Operación	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3466 | Calle Las Camelias 750 piso 9, San Isidro
673	BCP	Banco de Crédito del Perú	3.2 Stand By Recibidas	e.1. Pago/Negociación/Utilización	E	0.0050			150						Por operación - min. $150.00 eq. S/. 423.00	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3522 | Calle Las Camelias 750 piso 9, San Isidro
674	BCP	Banco de Crédito del Perú	3.2 Stand By Recibidas	e.2. Mensaje Swift	U				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3465 | Calle Las Camelias 750 piso 9, San Isidro
675	BCP	Banco de Crédito del Perú	3.2 Stand By Recibidas	e.3. Portes	U				10						Por Operación	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3466 | Calle Las Camelias 750 piso 9, San Isidro
676	BCP	Banco de Crédito del Perú	3.2 Stand By Recibidas	f.1. Prórroga	E	0.0200			150						Por operación - min. $150.00 eq. S/. 423.00	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3522 | Calle Las Camelias 750 piso 9, San Isidro
677	BCP	Banco de Crédito del Perú	3.2 Stand By Recibidas	f.2. Mensaje Swift	U				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3465 | Calle Las Camelias 750 piso 9, San Isidro
678	BCP	Banco de Crédito del Perú	3.2 Stand By Recibidas	f.3. Portes	U				10						Por Operación	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3466 | Calle Las Camelias 750 piso 9, San Isidro
679	BCP	Banco de Crédito del Perú	3.2 Stand By Recibidas	g.1. Por reinstalación de Carta de Crédito Stand By	E				60						Por operación - $60.00 eq. S/. 169.20	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3523 | Calle Las Camelias 750 piso 9, San Isidro
680	BCP	Banco de Crédito del Perú	3.2 Stand By Recibidas	g.2. Mensaje Swift	U				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3465 | Calle Las Camelias 750 piso 9, San Isidro
681	BCP	Banco de Crédito del Perú	3.2 Stand By Recibidas	g.3. Portes	U				10						Por Operación	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3466 | Calle Las Camelias 750 piso 9, San Isidro
682	Financiero	Banco Financiero	3.2 Stand By Recibidas	a.1. Comisión Aviso	U					50					$50.00 eq. S/. 175.00	http://www.financiero.com.pe/	http://www.financiero.com.pe/Docs//TARIFARIOGENERAL_250315.pdf	Fabrizio Vásquez y/o Sergio Urquiaga - Funcionario | fvasquez@financiero.com.pe / surquiaga@financiero.com.pe | (511) 612-2000 Ext. 3629/3795 | Av. Jorge Basadre 310 Piso 3 - San Isidro, Lima 27
683	Financiero	Banco Financiero	3.2 Stand By Recibidas	a.2. Comisión por  servicio Swift	U					25					$25.00 eq. S/. 87.50	http://www.financiero.com.pe/	http://www.financiero.com.pe/Docs//TARIFARIOGENERAL_250315.pdf	Fabrizio Vásquez y/o Sergio Urquiaga - Funcionario | fvasquez@financiero.com.pe / surquiaga@financiero.com.pe | (511) 612-2000 Ext. 3629/3795 | Av. Jorge Basadre 310 Piso 3 - San Isidro, Lima 27
684	Financiero	Banco Financiero	3.2 Stand By Recibidas	a.3. Comisión por envío de información periódica	E					11					$11.00 eq. S/. 38.50	http://www.financiero.com.pe/	http://www.financiero.com.pe/Docs//TARIFARIOGENERAL_250315.pdf	Fabrizio Vásquez y/o Sergio Urquiaga - Funcionario | fvasquez@financiero.com.pe / surquiaga@financiero.com.pe | (511) 612-2000 Ext. 3629/3795 | Av. Jorge Basadre 310 Piso 3 - San Isidro, Lima 27
685	Financiero	Banco Financiero	3.2 Stand By Recibidas	b. Comisión de Confirmación	E	0.002			50	11					$50.00 eq. S/. 175.00 - Anual	http://www.financiero.com.pe/	http://www.financiero.com.pe/Docs//TARIFARIOGENERAL_250315.pdf	Fabrizio Vásquez y/o Sergio Urquiaga - Funcionario | fvasquez@financiero.com.pe / surquiaga@financiero.com.pe | (511) 612-2000 Ext. 3629/3795 | Av. Jorge Basadre 310 Piso 3 - San Isidro, Lima 27
686	Financiero	Banco Financiero	3.2 Stand By Recibidas	c.1. Comisión Modificación	E					40					$40.00 eq. S/. 140.00	http://www.financiero.com.pe/	http://www.financiero.com.pe/Docs//TARIFARIOGENERAL_250315.pdf	Fabrizio Vásquez y/o Sergio Urquiaga - Funcionario | fvasquez@financiero.com.pe / surquiaga@financiero.com.pe | (511) 612-2000 Ext. 3629/3795 | Av. Jorge Basadre 310 Piso 3 - San Isidro, Lima 27
687	Financiero	Banco Financiero	3.2 Stand By Recibidas	c.2. Comisión por envío de información periódica	U					11					$11.00 eq. S/. 38.50	http://www.financiero.com.pe/	http://www.financiero.com.pe/Docs//TARIFARIOGENERAL_250315.pdf	Fabrizio Vásquez y/o Sergio Urquiaga - Funcionario | fvasquez@financiero.com.pe / surquiaga@financiero.com.pe | (511) 612-2000 Ext. 3629/3795 | Av. Jorge Basadre 310 Piso 3 - San Isidro, Lima 27
688	Financiero	Banco Financiero	3.2 Stand By Recibidas	c.3. Comisión por Envio y Seguimiento de información al exterior - Servicio Swift	U					25					$25.00 eq. S/. 87.50	http://www.financiero.com.pe/	http://www.financiero.com.pe/Docs//TARIFARIOGENERAL_250315.pdf	Fabrizio Vásquez y/o Sergio Urquiaga - Funcionario | fvasquez@financiero.com.pe / surquiaga@financiero.com.pe | (511) 612-2000 Ext. 3629/3795 | Av. Jorge Basadre 310 Piso 3 - San Isidro, Lima 27
689	GNB	Banco GNB	3.2 Stand By Recibidas	a.1. Comisión por aviso (*)	U					100					(*) Adicionalmente en caso aplique, se cobrará la Comisión por Mensaje Swift (enviado, a cobrarse en el momento que se efectúe la operación) de US$ 20.00 o su equivalente en moneda nacional y/o la Comisión por Portes (por cada operación) de US$ 5.00 o su equivalente en moneda nacional  - Cobro anual sobre el importe del SBLC por los días de vigencia, al momento de confirmación.Tasa 1.5% Anual	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fcomercio_exterior%2Fcarta_credito_standby_recibida%2Fccsr_tarifario_stand_by_recibida_26092013.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
690	GNB	Banco GNB	3.2 Stand By Recibidas	a.2. Mensaje Swift	U				20						Generación y envío de información por cualquier medio	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fcomercio_exterior%2Fcarta_credito_standby_recibida%2Fccsr_tarifario_stand_by_recibida_26092013.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
691	GNB	Banco GNB	3.2 Stand By Recibidas	a.3. Portes	U				5						Generación y envío de información por cualquier medio	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fcomercio_exterior%2Fcarta_credito_standby_recibida%2Fccsr_tarifario_stand_by_recibida_26092013.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
692	GNB	Banco GNB	3.2 Stand By Recibidas	b.1. Comisión por confirmación (*)	E	0.00375			100						Cobro anual sobre el importe del SBLC por los días de vigencia, al momento de confirmación.	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fcomercio_exterior%2Fcarta_credito_standby_recibida%2Fccsr_tarifario_stand_by_recibida_26092013.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
693	GNB	Banco GNB	3.2 Stand By Recibidas	b.2. Mensaje Swift	U				20						Generación y envío de información por cualquier medio	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fcomercio_exterior%2Fcarta_credito_standby_recibida%2Fccsr_tarifario_stand_by_recibida_26092013.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
694	GNB	Banco GNB	3.2 Stand By Recibidas	b.3. Portes	U				5						Generación y envío de información por cualquier medio	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fcomercio_exterior%2Fcarta_credito_standby_recibida%2Fccsr_tarifario_stand_by_recibida_26092013.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
695	GNB	Banco GNB	3.2 Stand By Recibidas	c.1. Comisión por incremento / aplicar tasa sobre exceso (*)	E	0.00375			100						Cobro anual por el monto del incremento y por los días de vigencia de este incremento.	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fcomercio_exterior%2Fcarta_credito_standby_recibida%2Fccsr_tarifario_stand_by_recibida_26092013.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
696	GNB	Banco GNB	3.2 Stand By Recibidas	c.2. Mensaje Swift	U				20						Generación y envío de información por cualquier medio	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fcomercio_exterior%2Fcarta_credito_standby_recibida%2Fccsr_tarifario_stand_by_recibida_26092013.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
697	GNB	Banco GNB	3.2 Stand By Recibidas	c.3. Portes	U				5						Generación y envío de información por cualquier medio	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fcomercio_exterior%2Fcarta_credito_standby_recibida%2Fccsr_tarifario_stand_by_recibida_26092013.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
698	GNB	Banco GNB	3.2 Stand By Recibidas	d.1. Comisión por modificación  (*)	E					60					Si es avisada, solo aplica comisión de aviso.	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fcomercio_exterior%2Fcarta_credito_standby_recibida%2Fccsr_tarifario_stand_by_recibida_26092013.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
699	GNB	Banco GNB	3.2 Stand By Recibidas	d.2. Mensaje Swift	U				20						Generación y envío de información por cualquier medio	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fcomercio_exterior%2Fcarta_credito_standby_recibida%2Fccsr_tarifario_stand_by_recibida_26092013.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
700	GNB	Banco GNB	3.2 Stand By Recibidas	d.3. Portes	U				5						Generación y envío de información por cualquier medio	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fcomercio_exterior%2Fcarta_credito_standby_recibida%2Fccsr_tarifario_stand_by_recibida_26092013.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
701	GNB	Banco GNB	3.2 Stand By Recibidas	e.1 Comisión por prórroga / renovación (*)	E	0.00375			100						Cobro anual adelantado sobre el importe del SBLC desde el día de la prórroga hasta el vencimiento.	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fcomercio_exterior%2Fcarta_credito_standby_recibida%2Fccsr_tarifario_stand_by_recibida_26092013.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
702	GNB	Banco GNB	3.2 Stand By Recibidas	e.2. Mensaje Swift	U				20						Generación y envío de información por cualquier medio	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fcomercio_exterior%2Fcarta_credito_standby_recibida%2Fccsr_tarifario_stand_by_recibida_26092013.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
703	GNB	Banco GNB	3.2 Stand By Recibidas	e.3. Portes	U				5						Generación y envío de información por cualquier medio	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fcomercio_exterior%2Fcarta_credito_standby_recibida%2Fccsr_tarifario_stand_by_recibida_26092013.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
704	GNB	Banco GNB	3.2 Stand By Recibidas	f.1. Comisión por modificación (*)	E					60					Si es avisada, solo aplica comisión de aviso.	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fcomercio_exterior%2Fcarta_credito_standby_recibida%2Fccsr_tarifario_stand_by_recibida_26092013.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
705	GNB	Banco GNB	3.2 Stand By Recibidas	f.2. Mensaje Swift	U				20						Generación y envío de información por cualquier medio	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fcomercio_exterior%2Fcarta_credito_standby_recibida%2Fccsr_tarifario_stand_by_recibida_26092013.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
706	GNB	Banco GNB	3.2 Stand By Recibidas	f.3. Portes	U				5						Generación y envío de información por cualquier medio	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fcomercio_exterior%2Fcarta_credito_standby_recibida%2Fccsr_tarifario_stand_by_recibida_26092013.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
707	GNB	Banco GNB	3.2 Stand By Recibidas	g.1. Comisión por modificación, anulación, descargo (*)	E					60					-	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fcomercio_exterior%2Fcarta_credito_standby_recibida%2Fccsr_tarifario_stand_by_recibida_26092013.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
708	GNB	Banco GNB	3.2 Stand By Recibidas	g.2. Mensaje Swift	U				20						Generación y envío de información por cualquier medio	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fcomercio_exterior%2Fcarta_credito_standby_recibida%2Fccsr_tarifario_stand_by_recibida_26092013.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
709	GNB	Banco GNB	3.2 Stand By Recibidas	g.3. Portes	U				5						Generación y envío de información por cualquier medio	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fcomercio_exterior%2Fcarta_credito_standby_recibida%2Fccsr_tarifario_stand_by_recibida_26092013.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
710	GNB	Banco GNB	3.2 Stand By Recibidas	h.1. Comisión por ejecución /pago (*)	U	0.005			100						Al momento de la ejecución sobre el monto de la misma.	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fcomercio_exterior%2Fcarta_credito_standby_recibida%2Fccsr_tarifario_stand_by_recibida_26092013.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
711	GNB	Banco GNB	3.2 Stand By Recibidas	h.2. Mensaje Swift	U				20						Generación y envío de información por cualquier medio	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fcomercio_exterior%2Fcarta_credito_standby_recibida%2Fccsr_tarifario_stand_by_recibida_26092013.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
712	GNB	Banco GNB	3.2 Stand By Recibidas	h.3. Portes	U				5						Generación y envío de información por cualquier medio	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fcomercio_exterior%2Fcarta_credito_standby_recibida%2Fccsr_tarifario_stand_by_recibida_26092013.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
713	BanBif	Banco Interamericano de Finanzas	3.2 Stand By Recibidas	b. Confirmación (Por adelantado)	E	0.015			180						Como cobertura de Exportaciones (A favor de terceros)	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_export_cobranzas.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
714	BanBif	Banco Interamericano de Finanzas	3.2 Stand By Recibidas	c.1. Incremento - aplicar la tasa sobre el exceso (Por  adelantado)	E	0.015			180						Como cobertura de Exportaciones (A favor de terceros) sólo al importe incrementado	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_export_cobranzas.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
715	BanBif	Banco Interamericano de Finanzas	3.2 Stand By Recibidas	c.2. Modificación	E					60					Como cobertura de Exportaciones (A favor de terceros)	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_export_cobranzas.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
716	BanBif	Banco Interamericano de Finanzas	3.2 Stand By Recibidas	C.3 Portes	U					12					Como cobertura de Exportaciones (A favor de terceros)		http://www.banbif.com.pe/tarifario_general/documentos/ni_export_cobranzas.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
717	BanBif	Banco Interamericano de Finanzas	3.2 Stand By Recibidas	C.4 Swift	U					30					Como cobertura de Exportaciones (A favor de terceros)		http://www.banbif.com.pe/tarifario_general/documentos/ni_export_cobranzas.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
718	BanBif	Banco Interamericano de Finanzas	3.2 Stand By Recibidas	d.1. Prorroga / Renovación (por adelantado)	E	0.015			180						Como cobertura de Exportaciones (A favor de terceros)	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_export_cobranzas.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
719	BanBif	Banco Interamericano de Finanzas	3.2 Stand By Recibidas	d.2. Modificación	E					60					Como cobertura de Exportaciones (A favor de terceros)	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_export_cobranzas.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
720	BanBif	Banco Interamericano de Finanzas	3.2 Stand By Recibidas	d.3 Portes	U					12					Como cobertura de Exportaciones (A favor de terceros)		http://www.banbif.com.pe/tarifario_general/documentos/ni_export_cobranzas.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
721	BanBif	Banco Interamericano de Finanzas	3.2 Stand By Recibidas	d.4 Swift	U					30					Como cobertura de Exportaciones (A favor de terceros)		http://www.banbif.com.pe/tarifario_general/documentos/ni_export_cobranzas.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
722	BanBif	Banco Interamericano de Finanzas	3.2 Stand By Recibidas	e. Anulación / Descargo	E					120					Como cobertura de Exportaciones (A favor de terceros)	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_export_cobranzas.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
723	BanBif	Banco Interamericano de Finanzas	3.2 Stand By Recibidas	e.3 Portes	U					12					Como cobertura de Exportaciones (A favor de terceros)		http://www.banbif.com.pe/tarifario_general/documentos/ni_export_cobranzas.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
